,humour,sarcasm,offensive,motivational,overall_sentiment
3275,2,0,1,0,0
3276,1,0,2,0,1
3277,3,0,3,0,0
3278,1,0,1,1,0
3279,2,0,2,0,0
3280,1,0,1,1,1
3281,2,1,2,0,-1
3282,1,0,1,0,1
3283,0,1,1,0,0
3284,3,1,2,1,1
3285,1,1,1,1,1
3286,1,0,0,0,1
3287,1,0,0,0,2
3288,3,0,2,1,1
3289,0,0,0,0,-1
3290,1,1,2,0,1
3291,0,0,1,0,0
3292,0,1,0,1,-1
3293,0,0,0,0,0
3294,0,0,1,1,1
3295,0,0,0,1,1
3296,0,0,0,0,0
3297,0,0,2,1,1
3298,0,1,2,0,1
3299,3,1,1,0,0
3300,2,0,0,1,1
3301,1,0,1,1,0
3302,1,0,1,0,2
3303,2,0,1,1,1
3304,0,0,0,1,2
3305,2,0,2,1,1
3306,1,0,1,1,1
3307,1,0,0,0,1
3308,1,0,0,0,1
3309,1,0,1,0,0
3310,1,0,1,1,0
3311,1,0,3,0,1
3312,1,1,1,0,0
3313,0,1,1,1,1
3314,0,0,1,1,1
3315,3,0,1,0,1
3316,1,0,1,0,0
3317,1,1,1,0,-1
3318,0,0,1,0,0
3319,0,0,0,1,1
3320,0,1,3,0,-2
3321,1,0,1,0,0
3322,2,1,2,1,1
3323,2,1,1,0,2
3324,1,0,0,0,1
3325,3,1,3,1,2
3326,1,0,2,0,0
3327,1,0,0,0,0
3328,1,1,1,0,1
3329,2,0,2,1,2
3330,1,0,1,0,1
3331,1,0,1,0,0
3332,1,0,0,0,1
3333,0,0,0,0,0
3334,2,0,0,0,0
3335,2,0,1,1,1
3336,0,0,0,0,0
3337,0,0,1,0,-1
3338,3,0,1,1,0
3339,1,0,0,0,1
3340,0,0,0,1,1
3341,3,0,1,1,1
3342,1,0,1,0,1
3343,1,0,1,1,0
3344,1,0,1,1,0
3345,2,0,1,0,1
3346,1,0,0,0,0
3347,0,0,1,0,1
3348,1,1,1,1,-1
3349,0,0,0,1,-1
3350,0,0,1,0,0
3351,2,0,1,1,1
3352,0,1,2,0,-1
3353,3,0,1,1,1
3354,1,1,1,0,1
3355,2,0,2,1,1
3356,1,0,1,1,1
3357,0,1,2,0,2
3358,0,1,2,1,0
3359,0,0,0,0,0
3360,2,1,1,0,0
3361,1,0,1,0,2
3362,1,0,0,0,0
3363,0,0,0,0,0
3364,2,0,2,1,1
3365,1,1,3,0,-1
3366,1,1,1,0,1
3367,3,0,2,1,1
3368,0,0,0,0,1
3369,0,0,3,1,1
3370,1,0,1,1,1
3371,1,1,0,0,0
3372,1,0,0,0,0
3373,2,1,2,1,0
3374,1,0,1,1,0
3375,3,0,0,0,1
3376,1,1,1,0,1
3377,0,1,3,0,-2
3378,1,0,1,1,0
3379,2,1,2,1,2
3380,3,1,1,1,1
3381,1,0,1,1,1
3382,3,1,3,1,2
3383,2,0,2,0,1
3384,0,0,0,1,-1
3385,1,0,0,0,0
3386,2,0,1,0,1
3387,0,0,2,0,-2
3388,0,1,1,0,1
3389,1,0,0,0,0
3390,1,1,1,1,-1
3391,0,0,2,0,0
3392,2,0,0,0,1
3393,0,0,2,1,1
3394,0,0,1,0,0
3395,2,0,2,1,1
3396,2,0,2,1,0
3397,3,0,1,1,0
3398,1,0,1,0,-1
3399,2,0,2,0,0
3400,0,1,2,0,1
3401,3,1,2,0,1
3402,0,0,3,1,0
3403,0,0,2,0,0
3404,2,0,1,0,2
3405,1,0,1,0,1
3406,1,1,0,1,2
3407,1,0,0,0,1
3408,0,1,0,1,1
3409,0,0,1,0,1
3410,2,0,0,0,1
3411,2,1,1,1,1
3412,0,1,3,0,-2
3413,1,0,0,0,0
3414,0,0,2,0,-1
3415,1,1,1,1,1
3416,2,0,0,0,1
3417,2,0,0,0,1
3418,0,0,1,0,0
3419,1,0,2,1,1
3420,1,0,1,1,0
3421,0,0,3,0,-2
3422,0,1,0,1,1
3423,2,0,2,0,1
3424,1,1,1,0,1
3425,2,0,1,0,1
3426,0,0,0,0,0
3427,0,1,0,0,1
3428,2,1,2,1,2
3429,2,0,0,0,2
3430,2,0,2,0,2
3431,2,0,1,1,1
3432,0,0,3,0,-2
3433,0,0,1,0,1
3434,2,0,0,0,1
3435,1,1,3,0,1
3436,2,0,0,0,2
3437,1,1,2,0,0
3438,0,0,0,0,0
3439,0,0,0,1,1
3440,0,0,0,0,0
3441,2,1,1,0,1
3442,3,0,0,0,1
3443,3,0,0,0,1
3444,1,0,1,1,1
3445,3,0,2,1,1
3446,1,0,0,0,1
3447,2,0,0,0,2
3448,1,0,0,0,1
3449,1,1,1,0,0
3450,0,0,3,0,1
3451,3,1,1,0,1
3452,2,0,1,0,1
3453,0,1,1,0,0
3454,1,1,2,0,-1
3455,3,1,0,0,0
3456,3,0,0,0,2
3457,3,0,1,1,0
3458,2,1,2,1,2
3459,2,0,3,0,0
3460,1,0,1,0,0
3461,3,1,0,0,2
3462,2,1,1,0,1
3463,2,0,0,0,1
3464,2,0,3,0,0
3465,1,1,2,1,1
3466,2,0,1,0,2
3467,1,0,1,1,1
3468,3,0,1,0,1
3469,2,1,0,0,2
3470,1,0,3,0,1
3471,1,0,0,1,0
3472,0,0,1,1,2
3473,2,0,0,0,1
3474,2,1,1,1,2
3475,0,0,1,1,1
3476,2,0,0,0,1
3477,1,0,0,0,1
3478,1,0,1,0,1
3479,2,0,0,0,1
3480,2,0,0,0,0
3481,2,0,2,1,1
3482,1,0,2,1,1
3483,1,0,1,0,2
3484,2,0,0,0,1
3485,1,0,1,1,0
3486,1,0,1,1,1
3487,0,0,0,0,0
3488,1,0,0,0,-1
3489,1,1,3,1,1
3490,1,0,0,0,1
3491,1,0,1,1,1
3492,1,1,1,0,1
3493,1,0,0,0,1
3494,0,0,0,0,0
3495,1,0,1,1,0
3496,2,1,2,0,1
3497,2,0,2,1,1
3498,3,1,0,0,1
3499,1,1,0,0,0
3500,0,0,0,0,0
3501,1,1,1,1,1
3502,3,1,2,1,2
3503,1,0,0,0,1
3504,3,1,1,1,-1
3505,0,0,1,1,1
3506,1,0,1,1,-1
3507,1,0,0,0,1
3508,0,0,0,0,0
3509,1,0,1,0,1
3510,1,0,1,1,1
3511,1,0,0,0,1
3512,0,0,1,0,-1
3513,1,0,2,1,0
3514,1,1,1,1,1
3515,2,1,1,1,1
3516,2,1,1,1,1
3517,1,0,2,1,2
3518,0,0,0,0,-1
3519,3,0,0,0,1
3520,1,0,0,0,0
3521,0,0,0,1,1
3522,0,0,0,0,0
3523,0,0,1,0,1
3524,1,0,1,1,2
3525,0,0,0,0,0
3526,1,0,0,1,1
3527,2,1,3,1,0
3528,3,1,3,1,1
3529,2,0,0,0,0
3530,2,1,0,0,1
3531,2,0,1,0,1
3532,1,1,1,0,-1
3533,2,1,1,0,1
3534,1,0,1,0,1
3535,1,1,0,0,-1
3536,1,0,1,1,0
3537,2,1,1,1,-1
3538,2,1,0,0,0
3539,2,1,1,1,1
3540,0,0,0,0,0
3541,0,1,3,0,-2
3542,2,0,0,0,1
3543,1,0,0,0,1
3544,0,0,2,1,1
3545,1,1,3,0,0
3546,2,0,2,1,1
3547,2,0,1,0,-2
3548,0,0,0,0,1
3549,1,0,1,0,0
3550,1,0,0,0,1
3551,3,1,2,1,0
3552,1,1,2,1,1
3553,1,0,1,1,0
3554,1,0,0,0,0
3555,2,0,0,0,0
3556,1,1,1,0,2
3557,2,0,1,0,2
3558,3,1,3,1,2
3559,1,0,1,0,0
3560,3,0,1,0,1
3561,1,1,2,1,1
3562,2,0,2,0,1
3563,2,0,3,1,2
3564,0,0,0,0,1
3565,3,0,1,0,-2
3566,3,0,1,0,0
3567,1,0,1,0,0
3568,1,0,0,0,1
3569,0,0,0,1,1
3570,2,0,0,0,1
3571,2,1,1,1,-1
3572,1,1,1,1,1
3573,0,1,3,0,-2
3574,0,0,0,0,1
3575,0,0,0,0,0
3576,2,1,2,1,1
3577,2,0,0,0,0
3578,1,0,1,0,1
3579,1,1,1,1,2
3580,0,0,1,0,0
3581,2,1,1,0,1
3582,2,0,1,1,1
3583,3,0,2,1,1
3584,2,0,0,0,2
3585,1,0,0,0,0
3586,2,1,2,0,0
3587,0,0,1,0,0
3588,1,0,1,0,2
3589,2,0,2,0,1
3590,0,0,0,1,-2
3591,2,0,0,0,2
3592,1,0,2,1,1
3593,1,0,0,0,2
3594,2,0,1,1,0
3595,0,1,1,1,0
3596,0,1,0,0,0
3597,2,0,0,0,0
3598,1,0,1,0,0
3599,3,0,0,0,2
3600,3,0,1,1,-2
3601,3,1,1,1,2
3602,2,1,2,1,2
3603,0,0,2,0,-2
3604,1,0,1,1,0
3605,1,0,0,0,1
3606,0,0,1,0,1
3607,2,1,0,0,0
3608,1,0,3,1,0
3609,3,1,0,0,1
3610,0,0,0,0,0
3611,2,0,2,0,-1
3612,0,0,1,0,0
3613,0,1,2,0,1
3614,2,0,0,0,0
3615,1,0,0,0,0
3616,2,0,0,0,1
3617,2,0,1,0,0
3618,2,0,2,0,1
3619,1,0,1,1,0
3620,1,0,0,0,1
3621,2,0,2,1,1
3622,2,1,2,1,0
3623,2,0,1,0,1
3624,1,1,1,1,2
3625,2,1,1,0,1
3626,2,0,0,0,2
3627,3,0,0,0,1
3628,0,0,1,0,-1
3629,1,1,1,1,2
3630,1,1,0,0,1
3631,1,0,1,1,0
3632,2,1,2,0,0
3633,2,0,0,0,1
3634,3,1,0,0,0
3635,0,1,1,1,1
3636,1,0,0,0,1
3637,1,0,0,0,2
3638,2,1,1,0,1
3639,2,0,1,0,1
3640,2,0,0,1,1
3641,1,0,1,1,-1
3642,1,0,0,0,0
3643,0,0,0,1,0
3644,1,1,0,0,0
3645,0,1,0,0,1
3646,1,0,0,0,1
3647,2,1,2,1,1
3648,1,1,1,0,0
3649,0,0,1,1,-1
3650,0,0,0,0,0
3651,1,0,0,0,1
3652,1,0,1,1,2
3653,1,0,2,1,0
3654,0,0,0,0,0
3655,2,0,2,0,1
3656,1,0,0,0,1
3657,1,0,0,0,2
3658,1,1,2,1,0
3659,2,0,2,0,2
3660,1,0,0,0,1
3661,2,1,0,1,1
3662,1,0,0,0,2
3663,1,0,0,0,0
3664,3,0,2,1,2
3665,3,0,1,0,1
3666,2,0,1,1,0
3667,0,0,0,1,1
3668,2,0,2,0,1
3669,0,0,0,1,1
3670,1,0,1,0,1
3671,0,1,2,0,1
3672,0,0,0,1,1
3673,1,1,1,1,0
3674,2,0,3,0,0
3675,0,1,0,1,2
3676,2,1,2,1,-2
3677,0,0,1,1,2
3678,0,0,0,1,2
3679,0,0,1,1,1
3680,1,0,1,1,0
3681,2,1,1,1,1
3682,0,0,0,0,1
3683,3,0,1,1,0
3684,0,0,0,1,1
3685,0,0,2,1,1
3686,1,0,0,0,1
3687,1,0,0,0,0
3688,0,0,1,0,0
3689,1,0,1,0,1
3690,2,1,0,0,1
3691,2,1,2,1,1
3692,0,0,0,1,1
3693,1,0,1,1,1
3694,2,1,2,0,-2
3695,1,0,0,0,1
3696,1,0,1,0,1
3697,1,0,2,1,0
3698,0,0,0,0,1
3699,0,0,0,1,2
3700,0,0,0,1,1
3701,1,0,1,0,0
3702,2,0,1,1,0
3703,1,1,2,1,2
3704,2,1,1,1,1
3705,0,0,0,0,-1
3706,1,0,0,0,1
3707,0,0,0,0,1
3708,1,1,0,0,0
3709,1,0,0,0,0
3710,2,0,0,0,0
3711,0,1,1,0,1
3712,0,1,3,1,-1
3713,1,1,1,1,2
3714,2,0,0,0,1
3715,1,0,0,0,0
3716,2,0,0,0,0
3717,2,0,2,1,0
3718,1,0,1,1,0
3719,1,0,2,1,2
3720,2,0,0,0,1
3721,2,0,0,0,1
3722,1,0,0,0,0
3723,1,0,0,0,1
3724,3,1,1,0,1
3725,3,0,1,1,2
3726,0,0,0,0,1
3727,1,0,0,0,1
3728,1,0,1,0,1
3729,3,0,3,1,1
3730,0,0,3,1,0
3731,2,1,2,0,0
3732,1,0,1,0,1
3733,1,1,0,0,1
3734,0,0,0,0,0
3735,2,0,1,0,1
3736,2,0,2,1,0
3737,2,1,1,1,0
3738,1,0,1,0,-1
3739,2,0,2,1,1
3740,2,0,1,1,2
3741,1,0,1,0,1
3742,0,0,2,0,-1
3743,0,0,0,0,0
3744,3,0,0,0,2
3745,0,0,0,1,1
3746,2,1,1,0,0
3747,2,0,2,0,1
3748,0,0,1,1,0
3749,1,0,1,1,0
3750,1,1,1,0,0
3751,0,0,2,0,2
3752,2,1,1,0,1
3753,1,0,0,0,1
3754,2,1,0,0,1
3755,2,1,0,0,0
3756,0,0,0,0,0
3757,0,0,0,0,1
3758,3,1,1,0,2
3759,2,0,2,0,1
3760,0,0,0,0,0
3761,2,0,1,0,1
3762,2,1,0,1,1
3763,2,0,2,0,2
3764,2,1,2,0,2
3765,2,1,1,0,1
3766,2,0,1,1,0
3767,0,1,0,0,0
3768,2,0,1,1,1
3769,2,0,0,0,1
3770,2,0,0,0,1
3771,2,0,2,1,1
3772,2,0,3,0,0
3773,3,0,2,0,-1
3774,1,0,0,0,1
3775,1,0,2,0,-1
3776,2,1,2,0,0
3777,1,0,1,1,0
3778,3,0,0,0,0
3779,2,0,1,0,2
3780,1,1,1,1,1
3781,0,0,0,0,0
3782,0,1,3,1,0
3783,2,0,0,0,0
3784,1,0,0,1,0
3785,1,0,1,1,2
3786,1,0,1,0,1
3787,2,0,0,0,0
3788,1,0,2,0,-1
3789,0,0,3,1,1
3790,2,0,1,0,1
3791,1,0,0,0,0
3792,1,1,2,1,-1
3793,1,0,1,1,2
3794,0,0,0,0,0
3795,1,0,1,0,1
3796,2,1,2,1,0
3797,1,0,0,0,2
3798,2,0,0,0,1
3799,1,0,1,0,1
3800,2,0,2,1,1
3801,1,0,0,0,-1
3802,2,0,1,1,1
3803,2,0,1,1,-1
3804,1,0,0,0,1
3805,1,0,1,0,1
3806,1,0,2,1,2
3807,2,1,3,0,-2
3808,1,0,1,0,1
3809,1,1,0,0,2
3810,1,0,0,0,0
3811,1,0,0,0,0
3812,0,0,1,1,2
3813,1,0,0,0,0
3814,0,0,1,0,2
3815,0,1,1,1,1
3816,1,0,0,0,0
3817,1,0,1,0,1
3818,1,0,0,1,0
3819,1,0,1,1,0
3820,1,0,1,0,1
3821,1,0,0,0,0
3822,1,0,0,1,0
3823,1,0,1,0,0
3824,1,0,0,0,0
3825,2,0,1,0,1
3826,2,1,2,1,1
3827,2,0,0,0,0
3828,1,1,1,1,0
3829,1,0,0,0,0
3830,2,0,1,0,0
3831,1,0,1,1,1
3832,2,0,2,1,2
3833,0,0,2,1,1
3834,2,0,2,0,0
3835,3,1,1,1,1
3836,1,0,2,1,0
3837,2,1,2,0,0
3838,1,1,2,1,1
3839,2,1,1,1,1
3840,2,0,0,0,1
3841,3,1,3,0,2
3842,1,0,0,1,-1
3843,2,0,1,0,1
3844,1,0,0,0,0
3845,1,0,1,0,0
3846,2,0,1,0,0
3847,1,0,1,0,1
3848,0,0,1,1,0
3849,0,0,0,1,0
3850,0,0,0,1,0
3851,1,1,1,0,1
3852,0,0,1,1,1
3853,1,0,0,0,0
3854,1,0,0,0,0
3855,1,0,0,0,0
3856,0,0,2,1,2
3857,0,0,1,0,-1
3858,3,1,0,0,1
3859,0,0,0,0,1
3860,2,0,0,1,1
3861,1,0,1,0,0
3862,2,1,2,0,-2
3863,0,0,0,1,2
3864,0,0,0,1,1
3865,2,0,0,0,1
3866,3,0,1,1,0
3867,1,0,1,0,2
3868,1,1,1,1,1
3869,1,1,1,1,-1
3870,0,0,0,1,2
3871,2,1,2,1,1
3872,0,1,2,0,1
3873,0,0,1,1,1
3874,0,0,0,1,2
3875,0,1,2,0,2
3876,1,0,0,0,1
3877,1,0,0,1,0
3878,3,0,2,1,0
3879,0,0,1,1,1
3880,0,0,2,1,0
3881,0,0,0,1,1
3882,0,0,0,0,0
3883,2,0,0,0,0
3884,0,0,2,0,1
3885,0,0,0,1,1
3886,2,0,0,0,1
3887,0,0,0,0,0
3888,0,0,1,1,0
3889,2,0,1,0,1
3890,0,0,0,1,0
3891,1,0,0,1,-1
3892,1,0,1,0,1
3893,1,0,0,0,1
3894,2,0,1,0,1
3895,0,0,0,0,2
3896,0,0,1,1,1
3897,2,0,0,0,1
3898,1,0,0,0,1
3899,0,0,1,0,0
3900,2,0,0,1,-1
3901,2,1,2,1,1
3902,0,1,1,1,0
3903,0,0,1,1,1
3904,0,0,0,0,0
3905,2,0,0,0,2
3906,2,0,1,0,1
3907,2,0,2,1,2
3908,2,1,1,0,-1
3909,2,0,1,1,1
3910,0,0,1,0,-1
3911,0,0,0,0,0
3912,1,0,1,0,1
3913,2,1,3,0,-1
3914,2,0,2,1,-1
3915,0,1,2,0,1
3916,3,0,2,0,2
3917,2,0,0,0,1
3918,0,0,0,0,0
3919,3,0,1,0,0
3920,2,0,1,0,1
3921,0,1,0,0,2
3922,2,1,2,0,-1
3923,1,1,2,1,2
3924,1,0,0,1,0
3925,0,0,1,0,-1
3926,1,0,2,0,-1
3927,2,1,2,1,1
3928,1,0,1,0,1
3929,1,0,1,0,1
3930,1,0,1,0,1
3931,1,0,1,1,1
3932,0,0,2,0,-1
3933,2,0,1,1,0
3934,0,0,0,0,0
3935,1,0,2,1,1
3936,1,0,1,0,0
3937,2,0,1,1,1
3938,1,0,1,0,2
3939,2,0,0,1,1
3940,1,0,0,0,1
3941,1,0,2,1,1
3942,3,1,0,0,1
3943,2,0,1,0,2
3944,1,0,0,0,-1
3945,2,0,0,0,0
3946,0,1,0,1,0
3947,2,0,1,0,1
3948,1,0,2,0,-1
3949,1,0,1,1,-1
3950,0,0,0,1,1
3951,1,1,1,0,1
3952,3,0,1,0,2
3953,2,1,2,1,0
3954,1,0,0,0,0
3955,2,0,1,0,1
3956,1,0,1,1,0
3957,3,0,2,0,1
3958,2,0,0,0,2
3959,0,0,0,0,0
3960,2,1,1,1,1
3961,2,0,1,0,1
3962,1,1,2,0,0
3963,1,1,0,0,0
3964,3,0,2,0,1
3965,0,1,0,0,2
3966,3,0,2,1,1
3967,2,0,0,0,1
3968,1,1,0,0,1
3969,2,0,2,1,1
3970,0,0,1,1,1
3971,1,0,0,0,0
3972,2,1,1,1,1
3973,3,0,1,1,1
3974,3,0,1,1,2
3975,0,0,1,0,1
3976,0,0,0,0,0
3977,0,0,0,0,0
3978,3,0,0,0,1
3979,2,0,1,1,1
3980,1,0,0,1,1
3981,1,1,1,1,0
3982,1,0,0,0,1
3983,0,0,1,1,0
3984,0,0,0,0,0
3985,2,0,1,0,1
3986,2,0,0,0,0
3987,2,0,0,0,2
3988,0,0,3,1,-1
3989,0,0,1,1,-1
3990,2,0,1,0,2
3991,2,0,1,1,1
3992,0,1,2,1,1
3993,1,1,1,1,0
3994,0,0,1,0,1
3995,2,0,0,0,1
3996,1,0,1,1,2
3997,1,0,1,1,1
3998,0,1,1,1,1
3999,2,0,1,0,0
4000,1,0,0,0,0
4001,1,0,1,0,1
4002,2,0,0,0,1
4003,0,0,1,1,0
4004,2,1,2,0,1
4005,1,1,1,1,1
4006,2,0,1,1,1
4007,1,0,1,0,1
4008,1,0,0,0,1
4009,2,0,0,0,2
4010,2,0,1,0,1
4011,2,1,1,1,1
4012,1,1,0,0,0
4013,1,0,1,0,0
4014,1,1,1,0,1
4015,1,0,0,0,0
4016,1,1,0,0,2
4017,0,0,0,0,0
4018,1,0,0,0,0
4019,1,0,1,1,2
4020,2,1,1,1,2
4021,0,1,2,0,-1
4022,1,1,1,1,1
4023,1,0,0,0,0
4024,2,0,2,1,2
4025,2,1,2,0,0
4026,1,0,0,1,2
4027,1,0,0,1,1
4028,1,0,0,0,1
4029,1,0,1,0,2
4030,0,0,0,0,1
4031,3,0,0,0,0
4032,2,0,0,0,1
4033,2,0,0,0,1
4034,2,0,1,0,1
4035,1,0,1,0,0
4036,1,1,1,1,2
4037,1,1,1,1,1
4038,1,1,0,0,2
4039,2,1,0,0,1
4040,1,0,2,1,1
4041,1,1,1,1,1
4042,1,0,1,0,1
4043,1,1,2,0,-1
4044,3,0,2,1,1
4045,2,0,0,0,1
4046,1,0,0,0,0
4047,0,0,1,1,0
4048,1,0,2,1,2
4049,0,1,2,0,1
4050,1,0,2,1,1
4051,0,0,0,0,0
4052,0,1,3,0,-2
4053,2,0,2,1,0
4054,1,1,1,0,2
4055,2,0,0,0,1
4056,3,0,2,0,0
4057,3,1,3,0,2
4058,0,1,2,0,0
4059,0,0,0,0,0
4060,0,1,1,1,0
4061,3,0,2,0,2
4062,1,0,0,0,0
4063,3,0,2,1,-1
4064,0,0,1,0,0
4065,0,0,0,1,-1
4066,1,0,0,1,0
4067,1,0,1,1,0
4068,2,1,2,1,0
4069,0,1,1,1,0
4070,1,1,2,1,0
4071,1,0,0,0,1
4072,1,1,1,1,1
4073,0,0,1,0,0
4074,1,0,1,0,2
4075,1,0,0,0,1
4076,2,0,1,1,0
4077,2,0,1,0,1
4078,0,1,0,0,1
4079,2,1,2,0,1
4080,1,0,1,0,0
4081,2,0,1,0,2
4082,1,1,1,0,1
4083,1,0,0,0,-2
4084,1,1,1,0,1
4085,1,1,2,0,1
4086,0,0,0,0,0
4087,1,1,3,0,1
4088,2,0,1,0,1
4089,1,1,0,0,1
4090,1,1,1,1,0
4091,3,0,2,1,2
4092,2,0,0,0,1
4093,1,0,2,1,1
4094,1,0,0,0,1
4095,2,0,2,1,1
4096,0,0,0,0,0
4097,1,0,1,1,1
4098,2,1,2,1,1
4099,1,0,1,1,1
4100,1,0,0,0,2
4101,0,1,2,1,2
4102,0,0,2,0,-1
4103,2,0,0,1,1
4104,3,1,0,0,1
4105,3,0,2,1,1
4106,1,0,1,0,2
4107,1,0,0,0,0
4108,0,1,2,0,1
4109,1,0,1,0,1
4110,2,0,0,0,0
4111,3,0,2,0,0
4112,1,0,0,0,0
4113,3,0,0,0,0
4114,2,0,2,1,1
4115,2,0,1,0,2
4116,0,1,2,1,0
4117,1,0,0,0,2
4118,1,1,2,0,1
4119,1,0,0,0,1
4120,0,1,1,1,0
4121,1,0,1,1,0
4122,2,1,0,0,2
4123,2,0,1,0,1
4124,1,0,1,1,1
4125,0,0,0,0,1
4126,2,0,1,0,1
4127,1,0,0,0,1
4128,3,1,1,0,0
4129,2,0,1,1,1
4130,1,1,2,1,0
4131,1,0,2,1,1
4132,3,0,2,1,0
4133,0,0,2,1,0
4134,1,0,0,0,0
4135,1,0,1,0,0
4136,2,0,0,0,1
4137,3,0,1,0,1
4138,3,1,0,0,1
4139,1,0,1,0,1
4140,3,0,2,0,2
4141,2,1,2,1,1
4142,0,0,0,0,0
4143,2,1,1,0,1
4144,0,0,0,0,0
4145,2,0,2,0,-1
4146,3,1,2,0,0
4147,2,0,0,1,0
4148,1,0,1,0,-1
4149,3,0,2,0,1
4150,3,0,3,1,2
4151,0,0,0,0,0
4152,2,0,0,0,1
4153,3,0,2,1,2
4154,1,0,1,0,0
4155,3,0,0,1,0
4156,0,1,2,0,1
4157,2,0,1,0,1
4158,3,0,3,0,1
4159,1,0,0,0,0
4160,1,0,1,1,0
4161,2,0,0,0,1
4162,1,0,1,0,0
4163,2,1,2,1,2
4164,2,1,1,1,2
4165,3,0,0,0,2
4166,0,0,0,0,1
4167,0,0,3,1,0
4168,2,1,2,0,1
4169,1,0,2,0,2
4170,2,0,1,0,1
4171,2,1,1,1,1
4172,1,1,2,0,1
4173,2,0,3,1,2
4174,2,0,1,0,1
4175,0,0,0,1,0
4176,1,0,1,0,2
4177,3,1,3,1,2
4178,2,0,1,1,0
4179,2,1,0,0,1
4180,2,0,0,1,1
4181,2,0,0,0,0
4182,1,0,1,1,0
4183,2,1,2,0,0
4184,2,0,1,0,1
4185,1,0,0,0,1
4186,1,0,1,0,1
4187,3,1,1,1,2
4188,1,1,1,0,0
4189,2,0,1,1,1
4190,1,0,0,0,0
4191,3,1,3,1,1
4192,1,1,1,1,1
4193,0,0,2,1,1
4194,1,0,0,1,1
4195,2,1,1,0,2
4196,3,0,0,1,1
4197,2,0,2,1,1
4198,0,1,2,0,-2
4199,0,0,0,0,0
4200,0,0,1,0,-1
4201,1,0,0,0,1
4202,0,0,0,0,1
4203,2,1,2,1,0
4204,0,1,1,0,0
4205,2,1,1,0,-2
4206,1,0,1,0,1
4207,1,1,1,1,2
4208,1,0,0,1,2
4209,1,0,1,1,0
4210,0,1,1,0,0
4211,1,0,1,0,1
4212,0,0,0,0,1
4213,3,1,2,1,1
4214,3,0,1,0,1
4215,2,0,1,1,1
4216,2,1,0,0,1
4217,1,0,1,1,0
4218,3,0,0,0,2
4219,1,0,1,0,1
4220,1,0,0,0,1
4221,2,0,1,0,1
4222,1,0,1,0,1
4223,3,0,1,0,1
4224,0,0,1,0,1
4225,0,0,1,0,0
4226,1,0,2,0,1
4227,1,0,0,0,1
4228,1,1,1,1,1
4229,0,1,1,0,2
4230,0,0,0,0,0
4231,1,0,0,0,0
4232,1,0,0,0,0
4233,1,0,1,1,0
4234,2,1,0,0,1
4235,1,0,0,0,1
4236,1,0,0,0,1
4237,0,0,1,1,1
4238,1,0,0,0,1
4239,2,0,1,0,1
4240,1,0,1,1,0
4241,2,1,0,0,1
4242,3,1,2,0,0
4243,2,1,2,0,-1
4244,2,0,0,0,0
4245,1,0,2,0,2
4246,0,0,2,1,1
4247,1,0,1,1,0
4248,0,0,0,0,0
4249,2,0,0,0,0
4250,0,0,1,1,1
4251,1,1,1,1,-1
4252,0,0,2,0,-1
4253,2,1,0,0,2
4254,2,0,1,0,1
4255,2,0,3,1,2
4256,2,1,1,0,1
4257,1,0,0,0,2
4258,2,0,2,0,0
4259,3,0,3,1,2
4260,0,0,2,1,0
4261,2,0,1,0,1
4262,1,0,0,0,1
4263,3,1,0,0,1
4264,0,0,1,1,1
4265,3,0,0,1,1
4266,0,1,2,0,1
4267,1,1,2,0,0
4268,2,0,0,1,1
4269,0,0,1,0,0
4270,3,0,0,1,1
4271,3,0,2,1,1
4272,2,1,2,1,2
4273,0,1,0,0,1
4274,0,1,0,1,1
4275,0,0,0,1,1
4276,1,0,1,1,1
4277,1,0,0,0,0
4278,1,0,0,0,1
4279,0,0,2,1,1
4280,0,0,1,0,-1
4281,1,0,0,1,1
4282,2,0,0,0,0
4283,1,0,1,1,0
4284,3,0,2,0,0
4285,0,0,0,0,0
4286,0,0,0,0,0
4287,1,0,1,0,1
4288,1,1,1,1,1
4289,2,0,0,0,0
4290,1,0,1,1,1
4291,1,1,1,1,0
4292,3,0,0,0,0
4293,2,0,0,0,1
4294,3,0,1,1,1
4295,3,1,2,1,2
4296,2,0,0,0,1
4297,1,0,2,0,1
4298,0,0,2,1,1
4299,2,0,1,1,0
4300,0,0,0,1,1
4301,0,0,2,1,1
4302,0,0,1,1,1
4303,2,0,3,0,1
4304,3,1,0,0,0
4305,0,0,0,0,0
4306,2,0,0,0,1
4307,1,1,1,1,1
4308,2,1,2,1,2
4309,2,0,0,0,1
4310,2,0,1,0,1
4311,1,0,1,0,1
4312,2,0,0,0,2
4313,2,1,2,1,0
4314,1,0,0,1,2
4315,2,0,0,0,1
4316,0,0,0,0,2
4317,0,0,0,0,0
4318,2,1,2,1,1
4319,2,0,1,0,2
4320,0,1,1,0,-1
4321,1,0,2,0,2
4322,1,0,1,1,1
4323,1,0,2,1,1
4324,3,0,0,0,1
4325,3,0,1,1,-1
4326,2,0,0,0,1
4327,2,1,2,1,1
4328,1,0,1,1,1
4329,1,0,1,0,1
4330,0,0,0,0,0
4331,0,0,0,0,-1
4332,2,1,1,0,2
4333,0,0,0,0,0
4334,2,0,1,0,0
4335,1,0,1,0,0
4336,1,1,1,0,1
4337,0,0,1,1,2
4338,2,1,0,0,0
4339,0,0,3,1,0
4340,2,0,0,0,1
4341,3,0,2,0,-1
